Customer_Name,Gender,Age,City,Brand,Generation,RAM_Type,RAM_Size,Storage,Usage_Type,Buying_Power
Fatima,Female,29,Faisalabad,Acer,10th Gen,DDR5,16GB,256GB SSD,Gaming,Medium
Anaya,Female,25,Multan,Acer,10th Gen,DDR5,16GB,1TB SSD,Programming,High
Kinza,Female,18,Peshawar,Asus,10th Gen,DDR4,16GB,512GB SSD,Business,Medium
Noor,Female,24,Multan,Lenovo,10th Gen,DDR4,8GB,1TB SSD,Programming,High
Usman,Male,31,Peshawar,Lenovo,13th Gen,DDR5,16GB,512GB SSD,Student,Low
Maryam,Female,41,Faisalabad,Lenovo,12th Gen,DDR4,16GB,1TB SSD,Office,Low
Fatima,Female,31,Multan,Asus,13th Gen,DDR5,32GB,1TB SSD,Programming,Medium
Zubair,Male,37,Faisalabad,Dell,11th Gen,DDR5,16GB,512GB SSD,Gaming,High
Bilal,Male,41,Multan,Dell,10th Gen,DDR4,8GB,512GB SSD,Office,Low
Zainab,Female,20,Lahore,Dell,13th Gen,DDR4,8GB,1TB SSD,Office,Low
Hamza,Male,36,Karachi,Acer,13th Gen,DDR5,16GB,512GB SSD,Business,High
Anaya,Female,23,Karachi,HP,10th Gen,DDR4,32GB,256GB SSD,Office,Medium
Abdullah,Male,43,Lahore,Dell,8th Gen,DDR4,8GB,256GB SSD,Gaming,Low
Hira,Female,29,Multan,Acer,13th Gen,DDR4,8GB,512GB SSD,Programming,Medium
Sana,Female,37,Multan,Dell,10th Gen,DDR5,16GB,512GB SSD,Office,Medium
Ayesha,Female,26,Islamabad,Asus,8th Gen,DDR5,32GB,512GB SSD,Student,Low
Ali,Male,31,Islamabad,Acer,8th Gen,DDR5,16GB,512GB SSD,Gaming,Medium
Rizwan,Male,35,Karachi,Dell,10th Gen,DDR4,16GB,256GB SSD,Student,High
Maham,Female,19,Peshawar,Asus,12th Gen,DDR5,16GB,256GB SSD,Gaming,Low
Ali,Male,34,Multan,HP,12th Gen,DDR5,8GB,512GB SSD,Gaming,Low
Hassan,Male,31,Multan,Asus,10th Gen,DDR5,16GB,512GB SSD,Gaming,Low
Talha,Male,25,Lahore,Acer,10th Gen,DDR4,16GB,1TB SSD,Programming,Medium
Ahmed,Male,24,Lahore,HP,12th Gen,DDR5,8GB,512GB SSD,Programming,High
Hassan,Male,21,Faisalabad,Dell,11th Gen,DDR5,32GB,1TB SSD,Business,Medium
Eman,Female,33,Islamabad,Acer,9th Gen,DDR5,32GB,256GB SSD,Programming,Low
Noor,Female,21,Multan,Acer,10th Gen,DDR5,8GB,512GB SSD,Gaming,High
Maham,Female,18,Islamabad,Asus,13th Gen,DDR4,8GB,256GB SSD,Gaming,High
Kinza,Female,26,Islamabad,Dell,9th Gen,DDR5,16GB,512GB SSD,Student,Medium
Hassan,Male,37,Islamabad,HP,10th Gen,DDR5,32GB,1TB SSD,Business,High
Mehwish,Female,18,Lahore,HP,10th Gen,DDR5,32GB,512GB SSD,Gaming,High
Faizan,Male,34,Karachi,MSI,8th Gen,DDR5,32GB,1TB SSD,Office,Medium
Kinza,Female,43,Lahore,Lenovo,10th Gen,DDR5,16GB,1TB SSD,Gaming,High
Umar,Male,33,Islamabad,HP,11th Gen,DDR5,16GB,512GB SSD,Student,Low
Zubair,Male,27,Faisalabad,HP,13th Gen,DDR5,32GB,512GB SSD,Business,High
Hassan,Male,35,Karachi,MSI,9th Gen,DDR4,8GB,1TB SSD,Office,High
Fatima,Female,26,Karachi,Acer,8th Gen,DDR5,8GB,512GB SSD,Business,High
Fatima,Female,20,Peshawar,HP,10th Gen,DDR5,32GB,1TB SSD,Programming,Low
Imran,Male,30,Peshawar,HP,11th Gen,DDR5,8GB,512GB SSD,Programming,High
Hussain,Male,45,Multan,HP,12th Gen,DDR4,32GB,512GB SSD,Student,Medium
Ayesha,Female,31,Multan,Acer,13th Gen,DDR4,16GB,1TB SSD,Student,Low
Ayesha,Female,39,Peshawar,Lenovo,9th Gen,DDR5,32GB,256GB SSD,Office,High
Zainab,Female,34,Islamabad,Acer,11th Gen,DDR5,32GB,512GB SSD,Gaming,Medium
Sana,Female,35,Faisalabad,Dell,12th Gen,DDR5,8GB,256GB SSD,Office,High
Laiba,Female,35,Multan,Dell,13th Gen,DDR5,16GB,256GB SSD,Gaming,High
Bilal,Male,41,Islamabad,MSI,13th Gen,DDR5,8GB,256GB SSD,Office,Medium
Imran,Male,28,Islamabad,MSI,10th Gen,DDR5,16GB,1TB SSD,Programming,Low
Dua,Female,41,Lahore,MSI,10th Gen,DDR4,16GB,512GB SSD,Gaming,High
Maryam,Female,38,Peshawar,Acer,13th Gen,DDR5,32GB,1TB SSD,Business,Low
Kinza,Female,45,Lahore,HP,13th Gen,DDR5,32GB,1TB SSD,Business,Medium
Noor,Female,18,Multan,HP,13th Gen,DDR4,32GB,512GB SSD,Business,Low
Saad,Male,37,Karachi,Asus,13th Gen,DDR4,8GB,512GB SSD,Office,Medium
Saad,Male,20,Lahore,Dell,10th Gen,DDR5,16GB,256GB SSD,Business,High
Sana,Female,30,Karachi,MSI,9th Gen,DDR5,16GB,1TB SSD,Student,Medium
Iqra,Female,39,Peshawar,MSI,9th Gen,DDR5,8GB,512GB SSD,Programming,Low
Usman,Male,31,Karachi,MSI,9th Gen,DDR5,8GB,1TB SSD,Student,Medium
Anaya,Female,36,Islamabad,MSI,9th Gen,DDR5,16GB,256GB SSD,Office,Low
Imran,Male,22,Islamabad,HP,13th Gen,DDR4,16GB,256GB SSD,Business,High
Bilal,Male,18,Lahore,Acer,10th Gen,DDR4,16GB,256GB SSD,Gaming,Medium
Eman,Female,42,Multan,MSI,8th Gen,DDR4,32GB,256GB SSD,Gaming,Low
Bilal,Male,24,Multan,MSI,13th Gen,DDR4,32GB,256GB SSD,Student,Low
Zainab,Female,29,Lahore,HP,10th Gen,DDR5,32GB,256GB SSD,Gaming,Low
Umar,Male,24,Lahore,MSI,11th Gen,DDR4,32GB,256GB SSD,Programming,High
Ahmed,Male,35,Peshawar,HP,10th Gen,DDR4,16GB,1TB SSD,Gaming,Low
Maryam,Female,41,Karachi,MSI,13th Gen,DDR4,32GB,512GB SSD,Student,Medium
Hira,Female,26,Faisalabad,HP,10th Gen,DDR5,8GB,256GB SSD,Gaming,Medium
Abdullah,Male,31,Faisalabad,Asus,11th Gen,DDR5,32GB,512GB SSD,Office,Low
Maryam,Female,41,Faisalabad,HP,8th Gen,DDR4,32GB,512GB SSD,Office,Medium
Sana,Female,44,Multan,Asus,13th Gen,DDR5,8GB,1TB SSD,Student,Low
Abdullah,Male,28,Faisalabad,Asus,10th Gen,DDR5,32GB,512GB SSD,Student,Medium
Iqra,Female,35,Faisalabad,MSI,8th Gen,DDR5,16GB,512GB SSD,Gaming,Low
Talha,Male,27,Peshawar,Acer,10th Gen,DDR5,32GB,512GB SSD,Programming,Medium
Hira,Female,25,Lahore,Acer,10th Gen,DDR4,32GB,256GB SSD,Programming,High
Maryam,Female,42,Peshawar,Dell,9th Gen,DDR5,32GB,512GB SSD,Office,Low
Ahmed,Male,33,Multan,Lenovo,9th Gen,DDR5,8GB,1TB SSD,Office,Low
Faizan,Male,24,Faisalabad,Asus,9th Gen,DDR4,8GB,256GB SSD,Gaming,Low
Bilal,Male,38,Multan,Acer,10th Gen,DDR5,16GB,256GB SSD,Student,Medium
Anaya,Female,39,Multan,Dell,11th Gen,DDR4,32GB,256GB SSD,Gaming,Low
Maham,Female,26,Lahore,HP,13th Gen,DDR5,32GB,256GB SSD,Business,Low
Ahmed,Male,45,Karachi,Acer,13th Gen,DDR5,16GB,512GB SSD,Office,Medium
Rizwan,Male,39,Multan,Dell,13th Gen,DDR5,8GB,1TB SSD,Gaming,High
Kinza,Female,32,Multan,Dell,10th Gen,DDR5,32GB,512GB SSD,Programming,Low
Ayesha,Female,20,Islamabad,Acer,8th Gen,DDR5,8GB,256GB SSD,Student,Medium
Eman,Female,37,Faisalabad,Asus,11th Gen,DDR5,16GB,1TB SSD,Office,High
Abdullah,Male,24,Karachi,Asus,10th Gen,DDR5,8GB,1TB SSD,Office,Low
Ayesha,Female,43,Faisalabad,Asus,13th Gen,DDR4,8GB,256GB SSD,Gaming,High
Maham,Female,24,Multan,Lenovo,11th Gen,DDR5,8GB,1TB SSD,Programming,Low
Usman,Male,29,Lahore,MSI,13th Gen,DDR5,32GB,512GB SSD,Office,Medium
Imran,Male,41,Peshawar,MSI,12th Gen,DDR5,32GB,256GB SSD,Programming,High
Ali,Male,23,Peshawar,Lenovo,11th Gen,DDR5,8GB,512GB SSD,Programming,Medium
Iqra,Female,42,Faisalabad,Asus,11th Gen,DDR5,8GB,256GB SSD,Gaming,High
Laiba,Female,37,Peshawar,Asus,11th Gen,DDR5,32GB,1TB SSD,Office,High
Laiba,Female,34,Karachi,Asus,9th Gen,DDR5,16GB,1TB SSD,Student,Medium
Hamza,Male,25,Multan,MSI,10th Gen,DDR5,16GB,512GB SSD,Office,High
Faizan,Male,23,Karachi,Acer,13th Gen,DDR4,32GB,1TB SSD,Office,High
Ali,Male,23,Lahore,Dell,10th Gen,DDR5,16GB,512GB SSD,Programming,High
Iqra,Female,45,Faisalabad,Lenovo,13th Gen,DDR5,16GB,1TB SSD,Programming,Low
Kinza,Female,39,Lahore,Dell,10th Gen,DDR4,32GB,256GB SSD,Business,Medium
Ayesha,Female,40,Lahore,Asus,8th Gen,DDR5,8GB,512GB SSD,Business,Low
Sana,Female,32,Karachi,Asus,10th Gen,DDR5,8GB,1TB SSD,Student,Medium
Zubair,Male,32,Multan,Lenovo,10th Gen,DDR4,16GB,256GB SSD,Student,Low
Anaya,Female,38,Multan,Asus,11th Gen,DDR5,8GB,512GB SSD,Programming,Low
Hussain,Male,45,Peshawar,Lenovo,11th Gen,DDR5,32GB,256GB SSD,Programming,Medium
Faizan,Male,32,Lahore,Lenovo,10th Gen,DDR5,8GB,256GB SSD,Gaming,Low
Maryam,Female,37,Peshawar,Asus,11th Gen,DDR5,32GB,1TB SSD,Gaming,High
Eman,Female,20,Multan,Asus,11th Gen,DDR5,16GB,256GB SSD,Office,Low
Iqra,Female,37,Peshawar,Acer,10th Gen,DDR5,16GB,256GB SSD,Gaming,High
Ayesha,Female,20,Lahore,Asus,11th Gen,DDR4,32GB,512GB SSD,Gaming,High
Eman,Female,29,Lahore,Lenovo,11th Gen,DDR5,16GB,512GB SSD,Gaming,High
Noor,Female,44,Peshawar,Asus,10th Gen,DDR5,8GB,512GB SSD,Office,Low
Hira,Female,21,Multan,MSI,10th Gen,DDR4,16GB,256GB SSD,Business,Medium
Rizwan,Male,22,Lahore,MSI,10th Gen,DDR5,16GB,256GB SSD,Programming,High
Usman,Male,23,Islamabad,Dell,11th Gen,DDR5,8GB,256GB SSD,Programming,Medium
Laiba,Female,18,Faisalabad,Lenovo,10th Gen,DDR5,8GB,256GB SSD,Business,Medium
Dua,Female,39,Lahore,MSI,11th Gen,DDR5,32GB,1TB SSD,Student,Medium
Noor,Female,26,Islamabad,MSI,11th Gen,DDR5,32GB,256GB SSD,Programming,High
Anaya,Female,37,Faisalabad,Dell,11th Gen,DDR5,8GB,256GB SSD,Programming,Medium
Hamza,Male,19,Multan,Dell,11th Gen,DDR5,8GB,1TB SSD,Business,Medium
Kinza,Female,44,Islamabad,Acer,10th Gen,DDR5,32GB,256GB SSD,Office,High
Umar,Male,21,Karachi,Asus,11th Gen,DDR5,32GB,256GB SSD,Business,High
Iqra,Female,25,Karachi,Lenovo,13th Gen,DDR5,8GB,256GB SSD,Student,Low
Laiba,Female,26,Karachi,Lenovo,10th Gen,DDR5,8GB,512GB SSD,Student,Low
Anaya,Female,37,Islamabad,Dell,10th Gen,DDR5,16GB,512GB SSD,Business,High
Laiba,Female,22,Islamabad,HP,11th Gen,DDR5,8GB,1TB SSD,Office,Medium
Hussain,Male,32,Multan,Lenovo,10th Gen,DDR5,8GB,512GB SSD,Gaming,Medium
Sana,Female,24,Multan,Dell,9th Gen,DDR5,8GB,256GB SSD,Student,High
Mehwish,Female,41,Peshawar,HP,13th Gen,DDR5,8GB,512GB SSD,Gaming,Medium
Hira,Female,25,Lahore,MSI,10th Gen,DDR4,16GB,256GB SSD,Student,Low
Noor,Female,26,Faisalabad,Acer,10th Gen,DDR5,8GB,256GB SSD,Office,High
Anaya,Female,40,Multan,Dell,12th Gen,DDR5,16GB,512GB SSD,Gaming,Medium
Zubair,Male,30,Islamabad,HP,11th Gen,DDR5,8GB,256GB SSD,Gaming,Medium
Usman,Male,29,Lahore,Asus,11th Gen,DDR5,32GB,1TB SSD,Office,Low
Kinza,Female,28,Karachi,Asus,10th Gen,DDR5,8GB,1TB SSD,Student,Low
Hussain,Male,21,Lahore,Asus,9th Gen,DDR5,8GB,256GB SSD,Gaming,Medium
Noor,Female,30,Faisalabad,HP,10th Gen,DDR5,16GB,512GB SSD,Student,Low
Abdullah,Male,33,Lahore,Acer,9th Gen,DDR5,16GB,256GB SSD,Student,Medium
Anaya,Female,34,Peshawar,Asus,9th Gen,DDR4,32GB,256GB SSD,Business,High
Noor,Female,34,Lahore,HP,10th Gen,DDR5,8GB,256GB SSD,Student,Medium
Usman,Male,40,Islamabad,Asus,13th Gen,DDR5,8GB,512GB SSD,Programming,Low
Bilal,Male,24,Karachi,MSI,10th Gen,DDR4,32GB,1TB SSD,Gaming,Low
Sana,Female,37,Faisalabad,Acer,13th Gen,DDR5,16GB,512GB SSD,Gaming,Medium
Zubair,Male,24,Islamabad,MSI,11th Gen,DDR5,32GB,1TB SSD,Programming,Medium
Hira,Female,38,Karachi,HP,9th Gen,DDR5,16GB,256GB SSD,Business,Low
Talha,Male,38,Lahore,Asus,13th Gen,DDR4,16GB,1TB SSD,Programming,Low
Imran,Male,32,Peshawar,Acer,8th Gen,DDR5,8GB,512GB SSD,Student,High
Usman,Male,43,Karachi,Dell,10th Gen,DDR5,8GB,256GB SSD,Business,Low
Usman,Male,19,Peshawar,Acer,13th Gen,DDR5,32GB,1TB SSD,Programming,High
Zubair,Male,36,Islamabad,HP,11th Gen,DDR5,8GB,512GB SSD,Gaming,Medium
Zubair,Male,40,Lahore,Dell,8th Gen,DDR5,32GB,256GB SSD,Gaming,High
Saad,Male,23,Multan,MSI,12th Gen,DDR5,16GB,1TB SSD,Office,Medium
Maham,Female,34,Islamabad,Dell,8th Gen,DDR4,8GB,256GB SSD,Student,High
Kinza,Female,45,Karachi,Dell,9th Gen,DDR4,16GB,1TB SSD,Business,Low
Faizan,Male,39,Multan,Acer,13th Gen,DDR4,8GB,512GB SSD,Student,High
Hussain,Male,36,Faisalabad,HP,11th Gen,DDR5,16GB,512GB SSD,Office,Low
Usman,Male,41,Peshawar,Dell,12th Gen,DDR5,8GB,1TB SSD,Office,Medium
Laiba,Female,29,Islamabad,MSI,13th Gen,DDR5,8GB,1TB SSD,Business,Medium
Talha,Male,25,Islamabad,Lenovo,10th Gen,DDR4,16GB,512GB SSD,Gaming,Medium
Imran,Male,19,Peshawar,Acer,10th Gen,DDR5,32GB,512GB SSD,Office,Medium
Talha,Male,33,Karachi,Lenovo,10th Gen,DDR5,32GB,512GB SSD,Programming,High
Hassan,Male,28,Lahore,Lenovo,10th Gen,DDR5,32GB,512GB SSD,Gaming,Low
Usman,Male,27,Karachi,Acer,9th Gen,DDR5,32GB,256GB SSD,Student,High
Bilal,Male,22,Multan,Lenovo,10th Gen,DDR5,16GB,256GB SSD,Programming,Medium
Hassan,Male,21,Peshawar,MSI,11th Gen,DDR5,8GB,1TB SSD,Gaming,Medium
Saad,Male,43,Lahore,Acer,9th Gen,DDR5,8GB,512GB SSD,Programming,High
Iqra,Female,36,Lahore,MSI,12th Gen,DDR4,16GB,1TB SSD,Student,High
Rizwan,Male,28,Islamabad,Asus,10th Gen,DDR5,32GB,512GB SSD,Programming,Medium
Hassan,Male,38,Peshawar,Lenovo,13th Gen,DDR5,16GB,512GB SSD,Programming,Medium
Hira,Female,22,Islamabad,Dell,9th Gen,DDR4,16GB,1TB SSD,Business,High
Laiba,Female,28,Lahore,Lenovo,11th Gen,DDR5,8GB,1TB SSD,Business,High
Zubair,Male,35,Karachi,Acer,8th Gen,DDR5,16GB,1TB SSD,Office,Low
Rizwan,Male,21,Islamabad,Dell,13th Gen,DDR5,32GB,512GB SSD,Programming,Medium
Eman,Female,40,Karachi,Lenovo,10th Gen,DDR5,8GB,256GB SSD,Student,Medium
Talha,Male,34,Lahore,Asus,9th Gen,DDR4,16GB,512GB SSD,Business,High
Hassan,Male,44,Multan,MSI,10th Gen,DDR5,16GB,1TB SSD,Office,Low
Eman,Female,18,Multan,Asus,11th Gen,DDR4,32GB,512GB SSD,Business,Medium
Iqra,Female,45,Lahore,HP,10th Gen,DDR5,8GB,256GB SSD,Business,High
Bilal,Male,34,Peshawar,Asus,10th Gen,DDR5,8GB,256GB SSD,Business,Medium
Usman,Male,31,Peshawar,Dell,13th Gen,DDR5,32GB,1TB SSD,Business,Medium
Fatima,Female,42,Lahore,Asus,12th Gen,DDR5,16GB,256GB SSD,Programming,Low
Faizan,Male,44,Peshawar,Acer,11th Gen,DDR5,8GB,512GB SSD,Gaming,Medium
Ayesha,Female,29,Multan,MSI,8th Gen,DDR4,16GB,512GB SSD,Student,Medium
Kinza,Female,43,Multan,Acer,13th Gen,DDR5,16GB,1TB SSD,Programming,Medium
Zubair,Male,44,Multan,Asus,13th Gen,DDR5,16GB,512GB SSD,Programming,High
Rizwan,Male,18,Lahore,Lenovo,13th Gen,DDR5,16GB,1TB SSD,Office,Medium
Ali,Male,44,Peshawar,Asus,10th Gen,DDR5,8GB,1TB SSD,Student,Medium
Imran,Male,21,Islamabad,Acer,10th Gen,DDR5,32GB,1TB SSD,Programming,Low
Laiba,Female,28,Karachi,Lenovo,12th Gen,DDR4,8GB,512GB SSD,Student,Medium
Zubair,Male,43,Peshawar,Lenovo,10th Gen,DDR5,16GB,1TB SSD,Programming,Low
Umar,Male,30,Faisalabad,MSI,10th Gen,DDR5,32GB,1TB SSD,Office,Low
Faizan,Male,31,Karachi,Acer,8th Gen,DDR5,16GB,512GB SSD,Office,High
Talha,Male,44,Faisalabad,Dell,10th Gen,DDR5,8GB,512GB SSD,Student,High
Talha,Male,36,Karachi,MSI,10th Gen,DDR4,8GB,256GB SSD,Programming,Medium
Abdullah,Male,45,Lahore,Dell,13th Gen,DDR4,16GB,1TB SSD,Programming,Low
Faizan,Male,31,Karachi,MSI,10th Gen,DDR4,8GB,256GB SSD,Office,Medium
Imran,Male,31,Karachi,Lenovo,10th Gen,DDR5,16GB,256GB SSD,Business,Low
Umar,Male,35,Faisalabad,Acer,12th Gen,DDR5,16GB,512GB SSD,Office,Medium
Talha,Male,24,Islamabad,MSI,8th Gen,DDR5,16GB,256GB SSD,Student,Medium
Zainab,Female,28,Multan,Asus,10th Gen,DDR5,16GB,512GB SSD,Student,Medium
Sana,Female,39,Faisalabad,MSI,11th Gen,DDR5,8GB,512GB SSD,Programming,Low
Dua,Female,32,Islamabad,Asus,12th Gen,DDR4,8GB,1TB SSD,Office,Medium
Rizwan,Male,38,Karachi,Acer,10th Gen,DDR5,16GB,1TB SSD,Business,Low
Faizan,Male,30,Lahore,Dell,13th Gen,DDR4,32GB,1TB SSD,Programming,Medium
Laiba,Female,32,Multan,MSI,11th Gen,DDR4,32GB,256GB SSD,Programming,High
Hussain,Male,43,Islamabad,Acer,13th Gen,DDR4,8GB,1TB SSD,Student,Low
Ayesha,Female,27,Karachi,Dell,10th Gen,DDR5,8GB,256GB SSD,Gaming,Low
Rizwan,Male,19,Karachi,Lenovo,11th Gen,DDR5,16GB,1TB SSD,Programming,Low
Talha,Male,33,Lahore,Asus,11th Gen,DDR5,8GB,512GB SSD,Gaming,Low
Bilal,Male,45,Faisalabad,Asus,10th Gen,DDR5,32GB,256GB SSD,Office,High
Anaya,Female,38,Karachi,MSI,11th Gen,DDR5,8GB,512GB SSD,Office,Medium
Dua,Female,24,Peshawar,Acer,13th Gen,DDR5,32GB,256GB SSD,Office,High
Hamza,Male,27,Multan,Asus,9th Gen,DDR5,16GB,256GB SSD,Business,Medium
Eman,Female,23,Islamabad,MSI,10th Gen,DDR5,16GB,256GB SSD,Student,High
Mehwish,Female,34,Lahore,Dell,9th Gen,DDR4,8GB,1TB SSD,Programming,High
Saad,Male,35,Multan,Acer,10th Gen,DDR4,16GB,256GB SSD,Programming,Low
Zubair,Male,22,Karachi,MSI,10th Gen,DDR4,8GB,256GB SSD,Office,Medium
Mehwish,Female,36,Peshawar,Dell,11th Gen,DDR5,16GB,512GB SSD,Student,High
Ali,Male,40,Multan,Asus,10th Gen,DDR5,32GB,1TB SSD,Office,High
Hassan,Male,28,Karachi,HP,11th Gen,DDR5,8GB,512GB SSD,Programming,Medium
Hira,Female,41,Faisalabad,Acer,11th Gen,DDR4,8GB,1TB SSD,Business,Medium
Anaya,Female,44,Peshawar,Lenovo,12th Gen,DDR5,16GB,512GB SSD,Programming,Medium
Maryam,Female,39,Karachi,Acer,10th Gen,DDR5,16GB,512GB SSD,Gaming,Low
Saad,Male,45,Lahore,Asus,10th Gen,DDR4,32GB,256GB SSD,Student,Medium
Fatima,Female,26,Faisalabad,Asus,10th Gen,DDR5,16GB,1TB SSD,Programming,High
Talha,Male,45,Multan,Asus,11th Gen,DDR4,16GB,256GB SSD,Office,Low
Ayesha,Female,25,Faisalabad,Acer,9th Gen,DDR5,16GB,256GB SSD,Student,Medium
Ahmed,Male,30,Lahore,Dell,10th Gen,DDR4,16GB,256GB SSD,Programming,Low
Bilal,Male,33,Islamabad,Lenovo,11th Gen,DDR5,32GB,1TB SSD,Business,High
Usman,Male,24,Karachi,Asus,10th Gen,DDR5,16GB,256GB SSD,Office,Low
Hira,Female,37,Faisalabad,MSI,10th Gen,DDR4,32GB,512GB SSD,Gaming,High
Anaya,Female,20,Multan,Asus,10th Gen,DDR4,32GB,1TB SSD,Business,Low
Saad,Male,42,Multan,Dell,9th Gen,DDR5,32GB,256GB SSD,Gaming,High
Ayesha,Female,36,Karachi,Lenovo,10th Gen,DDR5,32GB,512GB SSD,Gaming,Low
Noor,Female,38,Lahore,MSI,10th Gen,DDR5,8GB,1TB SSD,Business,Low
Maryam,Female,26,Peshawar,Lenovo,13th Gen,DDR5,32GB,1TB SSD,Business,Medium
Anaya,Female,38,Peshawar,Acer,10th Gen,DDR5,32GB,256GB SSD,Programming,Low
Abdullah,Male,38,Karachi,Asus,12th Gen,DDR5,16GB,256GB SSD,Student,High
Anaya,Female,37,Multan,Lenovo,10th Gen,DDR5,8GB,256GB SSD,Programming,High
Faizan,Male,31,Faisalabad,Lenovo,9th Gen,DDR5,16GB,256GB SSD,Office,Medium
Eman,Female,20,Multan,Acer,9th Gen,DDR4,8GB,512GB SSD,Student,Medium
Eman,Female,27,Peshawar,Acer,10th Gen,DDR4,32GB,256GB SSD,Programming,Medium
Eman,Female,37,Faisalabad,Acer,10th Gen,DDR5,16GB,1TB SSD,Programming,High
Zubair,Male,25,Faisalabad,Acer,10th Gen,DDR5,16GB,256GB SSD,Business,Medium
Zubair,Male,19,Karachi,MSI,11th Gen,DDR5,8GB,256GB SSD,Programming,Medium
Eman,Female,18,Multan,HP,12th Gen,DDR5,8GB,512GB SSD,Office,High
Abdullah,Male,35,Lahore,Lenovo,10th Gen,DDR4,8GB,256GB SSD,Student,High
Imran,Male,39,Karachi,HP,9th Gen,DDR5,8GB,256GB SSD,Programming,Low
Talha,Male,21,Karachi,Dell,13th Gen,DDR5,8GB,1TB SSD,Business,Low
Anaya,Female,23,Faisalabad,Lenovo,9th Gen,DDR4,32GB,512GB SSD,Office,Low
Dua,Female,21,Faisalabad,Lenovo,10th Gen,DDR5,8GB,256GB SSD,Gaming,Low
Dua,Female,18,Faisalabad,HP,9th Gen,DDR4,16GB,512GB SSD,Programming,Medium
Hassan,Male,22,Peshawar,HP,13th Gen,DDR5,8GB,1TB SSD,Student,Low
Maham,Female,19,Faisalabad,MSI,9th Gen,DDR5,8GB,1TB SSD,Gaming,High
Laiba,Female,41,Karachi,Dell,10th Gen,DDR5,8GB,512GB SSD,Business,Low
Noor,Female,21,Peshawar,HP,10th Gen,DDR5,32GB,256GB SSD,Student,High
Maham,Female,35,Peshawar,HP,10th Gen,DDR4,16GB,512GB SSD,Gaming,High
Ali,Male,26,Karachi,Lenovo,9th Gen,DDR4,32GB,512GB SSD,Business,Low
Dua,Female,45,Multan,Lenovo,9th Gen,DDR4,8GB,1TB SSD,Business,Low
Ahmed,Male,36,Lahore,Asus,10th Gen,DDR5,32GB,512GB SSD,Student,Low
Ayesha,Female,24,Karachi,Dell,10th Gen,DDR5,32GB,256GB SSD,Business,Medium
Fatima,Female,32,Multan,Lenovo,11th Gen,DDR5,8GB,256GB SSD,Programming,Medium
Talha,Male,36,Multan,HP,11th Gen,DDR4,32GB,1TB SSD,Gaming,Low
Dua,Female,25,Multan,Acer,8th Gen,DDR5,16GB,512GB SSD,Office,Medium
Usman,Male,35,Islamabad,Acer,10th Gen,DDR5,32GB,1TB SSD,Business,Medium
Iqra,Female,43,Lahore,HP,10th Gen,DDR5,16GB,256GB SSD,Office,High
Usman,Male,24,Islamabad,Asus,10th Gen,DDR5,8GB,1TB SSD,Student,Medium
Kinza,Female,41,Peshawar,Asus,12th Gen,DDR5,8GB,256GB SSD,Office,Low
Saad,Male,34,Faisalabad,Asus,8th Gen,DDR5,16GB,1TB SSD,Programming,Medium
Eman,Female,29,Peshawar,Asus,10th Gen,DDR5,8GB,256GB SSD,Business,High
Iqra,Female,40,Islamabad,HP,12th Gen,DDR5,32GB,256GB SSD,Programming,High
Sana,Female,20,Lahore,Lenovo,9th Gen,DDR5,8GB,512GB SSD,Programming,Medium
Faizan,Male,36,Karachi,HP,10th Gen,DDR5,8GB,1TB SSD,Business,Medium
Usman,Male,33,Multan,Lenovo,10th Gen,DDR5,16GB,512GB SSD,Student,Medium
Ahmed,Male,39,Faisalabad,HP,8th Gen,DDR5,32GB,256GB SSD,Gaming,High
Iqra,Female,33,Lahore,Dell,10th Gen,DDR5,32GB,1TB SSD,Gaming,Low
Dua,Female,31,Karachi,Acer,13th Gen,DDR5,8GB,1TB SSD,Office,Low
Ayesha,Female,41,Karachi,HP,13th Gen,DDR5,16GB,256GB SSD,Programming,High
Rizwan,Male,31,Faisalabad,HP,13th Gen,DDR5,32GB,512GB SSD,Gaming,Low
Umar,Male,27,Peshawar,Dell,10th Gen,DDR5,32GB,512GB SSD,Office,Medium
Ali,Male,38,Multan,Asus,10th Gen,DDR4,8GB,256GB SSD,Programming,Low
Kinza,Female,25,Islamabad,MSI,13th Gen,DDR5,32GB,256GB SSD,Student,High
Hira,Female,21,Faisalabad,Acer,10th Gen,DDR5,8GB,512GB SSD,Gaming,High
Imran,Male,35,Faisalabad,Acer,12th Gen,DDR5,32GB,512GB SSD,Student,High
Rizwan,Male,36,Multan,HP,10th Gen,DDR5,16GB,256GB SSD,Office,High
Imran,Male,24,Peshawar,Dell,10th Gen,DDR5,16GB,1TB SSD,Programming,Low
Maham,Female,21,Multan,Lenovo,12th Gen,DDR5,8GB,512GB SSD,Student,High
Noor,Female,44,Lahore,Lenovo,11th Gen,DDR5,8GB,1TB SSD,Business,High
Hira,Female,32,Multan,MSI,9th Gen,DDR5,32GB,256GB SSD,Business,Medium
Fatima,Female,39,Peshawar,HP,11th Gen,DDR4,32GB,1TB SSD,Programming,High
Ahmed,Male,45,Lahore,Lenovo,10th Gen,DDR5,32GB,512GB SSD,Office,Low
Faizan,Male,33,Peshawar,HP,8th Gen,DDR4,32GB,256GB SSD,Office,Low
Bilal,Male,28,Multan,Asus,11th Gen,DDR5,32GB,256GB SSD,Gaming,Low
